,word1,word2,prediction
719,draw,draw,-0.0
720,draw,entertainer,-0.0012835983652621508
721,dress,match,-0.0008447582949884236
722,dress,neckline,-0.0015912173548713326
723,dress,outfit,-0.0007484567468054593
724,dressing,patch,-0.0009169437689706683
725,drill,implement,-0.0007625152938999236
726,drink,turn,-0.0009294973569922149
727,dripping,hot,-0.001169014722108841
728,dripping,round,-0.0007686278549954295
729,dripping,wet,-0.000647570239380002
730,drive,drive,-0.0
731,drive,operate,-0.0012014451203867793
732,drop,drop,-0.0
733,drop,measure,-0.0008871664176695049
734,drop,sink,-0.0006660035578534007
735,dropping,dropping,-0.0
736,drought,time,-0.0007740685250610113
737,drug,reflection,-0.0011642166646197438
738,drug,sing,-0.001015363377518952
739,drug,wolf,-0.0008368410053662956
740,dude,fun,-0.0009254150209017098
741,dude,hanging,-0.0006423241575248539
742,dude,sitting,-0.0006303157424554229
743,dude,smile,-0.0005646055215038359
744,dusk,hummingbird,-0.002216779626905918
745,dusk,misty,-0.0006701735546812415
746,dye,kiss,-0.0008535348461009562
747,eagle,feather,-0.0007896457682363689
748,ear,organ,-0.0011202542809769511
749,earn,make,-0.001239882898516953
750,ease,relaxation,-0.0008127313340082765
751,ease,rest,-0.0007791016832925379
752,east,israel,-0.0007766555063426495
753,easter,preference,-0.0008560772403143346
754,eat,rabbit,-0.0008719306788407266
755,eat,soup,-0.0004538989160209894
756,eat,truck,-0.0011988080805167556
757,educated,learned,-0.0008716831216588616
758,effects,effects,-0.0
759,egg,lego,-0.000987268635071814
760,egg,nest,-0.0008435186464339495
761,egg,white,-0.0007447717944160104
762,eight,movement,-0.0009268418652936816
763,element,mixture,-0.0013055710587650537
764,element,situation,-0.0017149039776995778
765,elephant,giraffe,-0.0029435602482408285
766,emission,gum,-0.001090322621166706
767,endeavor,worst,-0.0007997482898645103
768,enemy,strike,-0.0008695760043337941
769,enforcing,execute,-0.0016371546080335975
770,engine,gasoline,-0.0013000851031392813
771,engineering,technology,-0.0007602146361023188
772,english,french,-0.0005803782260045409
773,enhanced,increased,-0.0009779403917491436
774,enjoy,suffering,-0.0006597419851459563
775,enterprise,industry,-0.0006311763427220285
776,entrance,registration,-0.0007514784811064601
777,equipment,seat,-0.0009716149070300162
778,escalator,railway,-0.002777810674160719
779,escalator,redhead,-0.003146363189443946
780,establishment,establishment,-0.0
781,evaluate,forecast,-0.0017291539115831256
782,evening,fun,-0.0007722239824943244
783,evening,night,-0.0006302666733972728
784,evening,time,-0.0007937436457723379
785,event,influence,-0.0009098215377889574
786,evidence,format,-0.0009793014032766223
787,evidence,record,-0.0009304455597884953
788,evil,worst,-0.0013392948312684894
789,evolution,publicity,-0.0011515672085806727
790,examination,quiz,-0.000779273803345859
791,executive,organization,-0.0005589316133409739
792,exhibit,parade,-0.0008157751872204244
793,exhibition,painting,-0.0005389816360548139
794,exhibition,soup,-0.0011859240476042032
795,expect,think,-0.0007678433903492987
796,expectation,possibility,-0.0015983518678694963
797,expedition,mystery,-0.0007085525430738926
798,explosion,stencil,-0.0030535575933754444
799,express,mail,-0.0006974473362788558
800,extending,increase,-0.0007707103504799306
801,extort,school,-0.0019198163645341992
802,eye,face,-0.0007157579530030489
803,eye,lip,-0.0006331187905743718
804,eye,sky,-0.0005921416450291872
805,fabric,lace,-0.0005262402119114995
806,fabric,sail,-0.0006659940117970109
807,face,stop,-0.0006925489869900048
808,face,tear,-0.0007239097030833364
809,fair,midway,-0.001154256984591484
810,family,town,-0.0004530796722974628
811,fantasy,fiction,-0.000508421566337347
812,fantasy,recycling,-0.0010049868142232299
813,farm,wind,-0.0006485205376520753
814,farmer,individual,-0.0006781982956454158
815,fashion,handwriting,-0.000744614633731544
816,fashion,outfit,-0.0006312500918284059
817,fauna,toy,-0.0012927558273077011
818,fbi,investigation,-0.0005529765621758997
819,fear,fear,-0.0
820,feather,flamingo,-0.0017982787685468793
821,feather,grey,-0.00073195033473894
822,feather,hummingbird,-0.002024083398282528
823,feather,mallard,-0.001854918198660016
824,feather,nest,-0.0009849906200543046
825,feather,sunflower,-0.0020159839186817408
826,feedback,flow,-0.000526692601852119
827,feel,friend,-0.000921107130125165
828,feel,stop,-0.0008578264387324452
829,feel,tear,-0.0006572838174179196
830,feline,kitten,-0.0023390427231788635
831,feline,kitty,-0.002236579079180956
832,feline,nut,-0.0017949044704437256
833,feline,pumpkin,-0.0019540772773325443
834,feline,reptile,-0.00040244654519483447
835,female,old,-0.0006815323722548783
836,female,square,-0.0008978029945865273
837,festival,gate,-0.0008569278288632631
838,festival,music,-0.0005344278761185706
839,fiction,romance,-0.0007100687944330275
840,field,handle,-0.0010434628929942846
841,field,play,-0.0006217427435331047
842,field,science,-0.0007283971644937992
843,fighting,resist,-0.0010863908100873232
844,filing,formations,-0.001031233579851687
845,filled,filled,-0.0
846,find,occurrence,-0.0007505377870984375
847,fine,precise,-0.000541064131539315
848,finger,toe,-0.0007022733916528523
849,fingerprint,football,-0.0022324756719172
850,fire,flame,-0.0007499955245293677
851,fish,fishing,-0.00035128294257447124
852,fishing,shore,-0.0005554139497689903
853,fishing,word,-0.0007555679185315967
854,five,month,-0.0009452466038055718
855,flame,peacock,-0.0009177120518870652
856,flame,reaction,-0.0007414094288833439
857,flat,housing,-0.0008072768687270582
858,fleet,travel,-0.0006013989332132041
859,flight,plane,-0.0005484294379130006
860,flight,shoot,-0.0008284026407636702
861,flood,flood,-0.0
862,flood,line,-0.0006955318967811763
863,floor,interior,-0.00042310135904699564
864,floor,stair,-0.0006060512387193739
865,flour,garlic,-0.0005114545929245651
866,flower,foliage,-0.0009663593373261392
867,flower,garden,-0.0006114028510637581
868,flower,lily,-0.0011129480553790927
869,flower,petal,-0.0017217006534337997
870,flower,spring,-0.0006237046327441931
871,flower,yellow,-0.0007524727843701839
872,flush,good,-0.0010899519547820091
873,flyer,justice,-0.00100958242546767
874,fog,mist,-0.0006556158186867833
875,fog,sunny,-0.0005916634690947831
876,foliage,fruit,-0.0006676389602944255
877,foliage,garden,-0.0008139837882481515
878,foliage,moss,-0.00046493925037793815
879,foliage,pink,-0.0007606668514199555
880,foliage,purple,-0.0006187727558426559
881,foliage,violet,-0.0005100506823509932
882,followed,tailgate,-0.0024863826110959053
883,follower,planet,-0.0009510674863122404
884,follower,satellite,-0.0010006680386140943
885,food,medium,-0.0008161643054336309
886,foot,mural,-0.0009266094421036541
887,foot,outdoor,-0.0006965600186958909
888,foot,toe,-0.0004943443927913904
889,football,justice,-0.001092771184630692
890,footprint,scooter,-0.002690528053790331
891,ford,valley,-0.0011439076624810696
892,foreign,nation,-0.0005751184071414173
893,forest,frog,-0.000601432635448873
894,forest,ground,-0.0006067518843337893
895,format,packaging,-0.0009650588617660105
896,formation,perceive,-0.0007605865830555558
897,formation,perform,-0.0008474646019749343
898,forward,player,-0.0007437755702994764
899,forward,position,-0.0005592126399278641
900,forward,transport,-0.0008178680436685681
901,foundation,support,-0.0006908526411280036
902,fountain,marble,-0.0006585820228792727
903,free,skin,-0.0007395670400001109
904,frost,lily,-0.000647524546366185
905,frost,weather,-0.0008826395496726036
906,frozen,shop,-0.0008426466956734657
907,frozen,soup,-0.0007159342058002949
908,fruit,orange,-0.0005111143691465259
909,fruit,product,-0.0014556657988578081
910,fruit,strawberry,-0.0006115272408351302
911,fruit,sunflower,-0.0021674293093383312
912,fun,haircut,-0.0016019949689507484
913,fun,happy,-0.0011432785540819168
914,fungi,insect,-0.0005186765338294208
915,fungi,mushroom,-0.0004985189298167825
916,furnish,impress,-0.0024308606516569853
917,furnishing,jumper,-0.0023770134430378675
918,gallery,journal,-0.0008557335822843015
919,gamble,pyramid,-0.0006022933521308005
920,game,playoff,-0.0007654391229152679
921,garage,kitchen,-0.0005862605758011341
922,garage,opener,-0.0008060967666096985
923,garbage,lunch,-0.0008720614714547992
924,gardens,sink,-0.0007638621609658003
925,gardens,tend,-0.0010694860247895122
926,gas,neon,-0.0010338046122342348
927,gas,sewer,-0.0006668769055977464
928,gasoline,town,-0.0006637454498559237
929,gauge,meter,-0.0007268493063747883
930,gem,quartz,-0.0007095370092429221
931,germany,worst,-0.0008197593851946294
932,get,regained,-0.0005221546743996441
933,get,start,-0.0008337697945535183
934,giraffe,mist,-0.0026515985373407602
935,giraffe,zebra,-0.002920199418440461
936,giraffe,zoo,-0.0029615869279950857
937,girl,sexy,-0.0006648788694292307
938,glove,wear,-0.0006943705957382917
939,goose,outfit,-0.0008179407450370491
940,government,immunity,-0.0007914700545370579
941,governor,office,-0.000658314093016088
942,graduate,graduate,-0.0
943,grape,wine,-0.0005909872124902904
944,graphic,roof,-0.0008549120393581688
945,grass,ski,-0.0010816992726176977
946,grass,skull,-0.0007753857062198222
947,grass,stop,-0.0006935083656571805
948,grave,memorial,-0.0007082641823217273
949,grave,santa,-0.0007835334399715066
950,grave,shore,-0.000915186305064708
951,graveyard,ruin,-0.0005732024437747896
952,gray,property,-0.0010859291069209576
953,greater,greater,-0.0
954,greater,large,-0.0006189419655129313
955,green,number,-0.0011693025007843971
956,green,yellow,-0.00043132362770847976
957,greeting,receptions,-0.0007058354094624519
958,grey,pink,-0.0006172842695377767
959,grey,rusty,-0.0007467714603990316
960,grey,white,-0.0003683918621391058
961,guardian,livestock,-0.0008390305447392166
962,gulf,ms,-0.0006787614547647536
963,gun,picture,-0.0007502559456042945
964,guy,idea,-0.0009357441449537873
965,guy,kid,-0.0004101464292034507
966,guy,kiss,-0.000719754840247333
967,guy,people,-0.0006403031875379384
968,guy,poodle,-0.0022052861750125885
969,guy,sitting,-0.0006321984110400081
970,guy,smile,-0.0005760667845606804
971,guy,stand,-0.0007893418660387397
972,guy,tear,-0.0008126238826662302
973,hail,judge,-0.0007703364244662225
974,hair,redhead,-0.0008765011443756521
975,hair,stencil,-0.002702217549085617
976,hair,wig,-0.000691621913574636
977,hand,left,-0.0006864844472147524
978,handle,shop,-0.0008217784925363958
979,handle,terrier,-0.0019664561841636896
980,hanging,smile,-0.0005977186374366283
981,happy,licking,-0.0006240218062885106
982,happy,mom,-0.0007489504641853273
983,happy,post,-0.0008459740201942623
984,happy,sleep,-0.0007624913123436272
985,happy,stand,-0.000891961099114269
986,happy,stop,-0.0006834407104179263
987,happy,time,-0.0008674986311234534
988,harbor,sea,-0.000715818430762738
989,harbor,sunk,-0.0007276113610714674
990,harbour,ship,-0.0006533668492920697
991,harbour,shore,-0.0008881817921064794
992,hard,zoo,-0.0007443125359714031
993,hat,jacket,-0.0004985723062418401
994,hat,jean,-0.0006432743975892663
995,hat,peel,-0.0005897695664316416
996,hat,role,-0.0010948680574074388
997,health,welfare,-0.0007038309704512358
998,heart,wing,-0.0009946789359673858
999,heater,stove,-0.001938274479471147
1000,heel,stack,-0.0014204932376742363
1001,held,nest,-0.0005822950624860823
1002,helix,spiral,-0.0006187913240864873
1003,highway,road,-0.0004396246513351798
1004,hill,horizon,-0.0009207858238369226
1005,hill,mountain,-0.00075234827818349
1006,hill,scenery,-0.0006740936660207808
1007,history,recital,-0.0006572158308699727
1008,hit,tourist,-0.000973171554505825
1009,hockey,ice,-0.0006549104582518339
1010,hockey,play,-0.0007256296812556684
1011,holiday,travel,-0.0007412104750983417
1012,home,smoking,-0.0006204273086041212
1013,honest,sincere,-0.00046676103374920785
1014,hood,protection,-0.0009397910325787961
1015,hope,psychology,-0.001142855267971754
1016,horizon,sky,-0.0007220342522487044
1017,horizontal,surface,-0.0013252717908471823
1018,hostility,war,-0.0015015071257948875
1019,hot,hot,-0.0
1020,hot,sunny,-0.0010374204721301794
1021,hotel,kill,-0.0008722699712961912
1022,hotel,library,-0.0008136597461998463
1023,hotel,oak,-0.0006843517767265439
1024,house,staircase,-0.0006626493413932621
1025,house,windmill,-0.0006618172046728432
1026,housing,vault,-0.0006472257664427161
1027,hummingbird,rodent,-0.0005537273827940226
1028,husky,painting,-0.0011687827063724399
1029,image,visualize,-0.0012560597388073802
1030,impressive,striking,-0.0008438765653409064
1031,industrial,lake,-0.0006739014643244445
1032,information,target,-0.000975821923930198
1033,infrastructure,structure,-0.0006987727829255164
1034,initial,letter,-0.0008289036923088133
1035,injury,wrong,-0.0012772761983796954
1036,ink,liquid,-0.0005463954876177013
1037,ink,organ,-0.0006613089935854077
1038,insect,lizard,-0.0005443517002277076
1039,installation,zoo,-0.001304460340179503
1040,instruction,lesson,-0.0011362212244421244
1041,interest,lien,-0.001950021949596703
1042,interior,object,-0.0013278445694595575
1043,interior,paint,-0.0005916758091188967
1044,interior,roof,-0.0005787755362689495
1045,interior,staircase,-0.0006223873933777213
1046,interior,tall,-0.0011136409593746066
1047,interpretation,twist,-0.0010942629305645823
1048,intrigue,romance,-0.0020028867293149233
1049,inventory,listing,-0.0008302101632580161
1050,invite,requests,-0.0008446854772046208
1051,ipod,rope,-0.0013558389618992805
1052,iron,robust,-0.000812952988781035
1053,israel,israeli,-0.000339663092745468
1054,israel,terror,-0.0006124322535470128
1055,issue,up,-0.0011908926535397768
1056,ivy,oak,-0.0007311016670428216
1057,jaguar,storm,-0.0007339664734899998
1058,jamaica,queens,-0.0008425374981015921
1059,jazz,play,-0.0007918046903796494
1060,jean,shirt,-0.0008423932013101876
1061,jean,washing,-0.0008141723228618503
1062,jellyfish,punk,-0.0016878355527296662
1063,jellyfish,texture,-0.0018704762915149331
1064,joke,message,-0.0013649077154695988
1065,journal,writing,-0.0007320313015952706
1066,judgment,sense,-0.0007926909020170569
1067,jump,stitch,-0.0008410139125771821
1068,jump,uniform,-0.0009784604189917445
1069,jury,school,-0.0006288482691161335
1070,justice,official,-0.0010542020900174975
1071,juvenile,rope,-0.0006060200976207852
1072,key,misty,-0.0014364947564899921
1073,key,motor,-0.0007351926760748029
1074,keyboard,soldier,-0.0013351176166906953
1075,kidnapped,shanghai,-0.0011329887202009559
1076,kill,sacrifice,-0.0006072245305404067
1077,kill,shot,-0.0006536314613185823
1078,kind,soft,-0.0006080432212911546
1079,kiss,rusty,-0.0009941281750798225
1080,kitchen,sleep,-0.0007607160368934274
1081,kitchen,stair,-0.0008381428779102862
1082,kitchen,washing,-0.0004974384210072458
1083,kitten,kitty,-0.0005192168173380196
1084,knock,tap,-0.0005784322856925428
1085,lad,wizard,-0.0014318760950118303
1086,lady,sexy,-0.0009720687521621585
1087,lake,scenery,-0.0008015091880224645
1088,lake,town,-0.0007900221971794963
1089,lamb,lantern,-0.000888673821464181
1090,lamb,number,-0.0010046283714473248
1091,lamb,snow,-0.0006425387691706419
1092,landscape,mountain,-0.0010008394019678235
1093,landscape,stadium,-0.0009218895575031638
1094,lantern,oak,-0.0007793582044541836
1095,lapse,suspension,-0.0011938927927985787
1096,last,last,-0.0
1097,last,senior,-0.0006884370232000947
1098,laundering,machine,-0.0012090338859707117
1099,law,mosaic,-0.0008208680665120482
1100,lawn,sleep,-0.0007287345943041146
1101,layer,region,-0.001127377967350185
1102,leaf,nature,-0.0008019644883461297
1103,lean,rest,-0.0007157174404710531
1104,leap,second,-0.0009032816160470247
1105,learned,learned,-0.0
1106,leather,pouch,-0.0007477730396203697
1107,leather,sunshine,-0.001115508028306067
1108,leave,pass,-0.00098226813133806
1109,left,morning,-0.0012315711937844753
1110,left,walk,-0.0006971571128815413
1111,lego,rodent,-0.0014395657926797867
1112,lever,machine,-0.0006348646711558104
1113,lever,open,-0.001485758344642818
1114,licking,marble,-0.001139519619755447
1115,licking,pier,-0.0012485585175454617
1116,licking,puppy,-0.0005078526446595788
1117,licking,rusty,-0.0007145375711843371
1118,licking,sitting,-0.0005882247933186591
1119,lie,line,-0.0010477568721398711
1120,lie,sun,-0.0014166801702231169
1121,light,shadow,-0.0006026222836226225
1122,light,sleep,-0.0006650732248090208
1123,light,sunlight,-0.0006778489332646132
1124,lighthouse,wall,-0.001237473450601101
1125,lighting,man,-0.0009879418648779392
1126,lighting,stone,-0.0006823842995800078
1127,lily,plant,-0.0008842197712510824
1128,lily,purple,-0.000713889894541353
1129,lily,tulip,-0.002493963111191988
1130,limb,limb,-0.0
1131,line,street,-0.0007460499182343483
1132,lion,square,-0.0009545094799250364
1133,list,position,-0.0006637697224505246
1134,list,post,-0.0009453485254198313
1135,list,shopping,-0.0010399308521300554
1136,listing,organization,-0.0008577569969929755
1137,live,stitch,-0.0009422721341252327
1138,location,space,-0.0017022030660882592
1139,lock,mannequin,-0.0025147837586700916
1140,looking,sightseeing,-0.002845483599230647
1141,loss,reducing,-0.0007799305603839457
1142,love,romance,-0.0005540061392821372
1143,lower,sustain,-0.000867383845616132
1144,lunch,morning,-0.0006291050231084228
1145,lunch,sunny,-0.001056598499417305
1146,machine,pond,-0.0014957995153963566
1147,machine,sketch,-0.0012043332681059837
1148,machine,washing,-0.0013360814191401005
1149,magnitude,size,-0.0007712203077971935
1150,magnolia,maple,-0.0005686219083145261
1151,maker,manufacturer,-0.001356791122816503
1152,makeup,people,-0.0010486382525414228
1153,male,man,-0.0006745927967131138
1154,manufacture,up,-0.0017113949870690703
1155,map,sewing,-0.0014225738123059273
1156,map,video,-0.0009067287901416421
1157,maple,oak,-0.0006483335746452212
1158,marble,postcard,-0.0018977598519995809
1159,marble,sing,-0.0010029252152889967
1160,market,shop,-0.0007863030768930912
1161,market,sweeten,-0.0016369234072044492
1162,mars,water,-0.0008556155953556299
1163,mask,roof,-0.0009860778227448463
1164,match,matchstick,-0.0015663555823266506
1165,match,play,-0.0006167355459183455
1166,matter,text,-0.0008232471300289035
1167,mayor,villa,-0.000665351573843509
1168,meal,rice,-0.0005124175222590566
1169,means,tool,-0.001160373562015593
1170,measure,twist,-0.0011841983068734407
1171,meat,moon,-0.0012076995335519314
1172,meat,potato,-0.00041924859397113323
1173,meat,soup,-0.00048612573300488293
1174,medium,organization,-0.0008224773919209838
1175,melody,music,-0.0008164723985828459
1176,memorial,rope,-0.0012672656448557973
1177,memory,operation,-0.0008853173349052668
1178,metro,rail,-0.00048578213318251073
1179,metro,train,-0.0005561074940487742
1180,military,reflection,-0.001292436383664608
1181,military,wasp,-0.0007197953527793288
1182,mill,wild,-0.0012506108032539487
1183,mill,windmill,-0.0008375890902243555
1184,miniature,paint,-0.0007294499082490802
1185,miniature,painting,-0.0006411049398593605
1186,minister,work,-0.0010055992752313614
1187,mirror,raspberry,-0.002512311562895775
1188,mist,sky,-0.0005886920844204724
1189,mist,sunny,-0.0008108728798106313
1190,misty,sky,-0.0012251733569428325
1191,misty,snow,-0.0008825413533486426
1192,misty,sunny,-0.0005996875115670264
1193,misty,sunrise,-0.0005920784897170961
1194,misty,sunshine,-0.0006222290685400367
1195,model,toe,-0.002012747572734952
1196,mole,spy,-0.0006485622143372893
1197,moment,thief,-0.0010352981043979526
1198,money,pile,-0.0008638033177703619
1199,money,quota,-0.000722547119949013
1200,monster,rock,-0.0006667773704975843
1201,month,year,-0.0005512209609150887
1202,moon,mushroom,-0.000951013236772269
1203,morning,sunrise,-0.0012972562108188868
1204,morning,sunshine,-0.001252004411071539
1205,mortal,mother,-0.0010972607415169477
1206,moss,plant,-0.000770655635278672
1207,mother,mother,-0.0
1208,mother,mother-in-law,-0.0033733779564499855
1209,mother,pregnant,-0.0006037357379682362
1210,mother,yeast,-0.0009410303318873048
1211,motion,step,-0.0009135167929343879
1212,motto,volunteer,-0.0008003237890079618
1213,mouth,tongue,-0.0004369651433080435
1214,move,shifting,-0.0007756263366900384
1215,move,spread,-0.0007924817036837339
1216,move,swell,-0.0007716433028690517
1217,mozart,wagner,-0.0006944229826331139
1218,museum,swim,-0.0009458483546040952
1219,music,musician,-0.0011935943039134145
1220,music,print,-0.0009054507245309651
1221,music,track,-0.000627933710347861
1222,musical,solo,-0.0006998305325396359
1223,nail,rusty,-0.0006969276000745595
1224,nation,spanish,-0.0007850516121834517
1225,native,rhodes,-0.0007006987580098212
1226,necklace,snow,-0.0007392733823508024
1227,nest,wasp,-0.00106351962313056
1228,noodle,pigeon,-0.0019635313656181097
1229,novel,story,-0.00048045971198007464
1230,nude,painting,-0.000995180569589138
1231,nurse,nurse,-0.0
1232,nut,sunflower,-0.001785147818736732
1233,observation,radio,-0.0007161311223171651
1234,observe,violating,-0.0009576980373822153
1235,obvious,plain,-0.0006116224685683846
1236,obvious,room,-0.0010078625055029988
1237,occasion,second,-0.000783103343565017
1238,occupation,place,-0.000615203520283103
1239,ocean,pacific,-0.0004825455544050783
1240,ocean,underwater,-0.0007123940158635378
1241,ocean,water,-0.000796506879851222
1242,old,race,-0.0011789642740041018
1243,old,seat,-0.000991446664556861
1244,operation,operation,-0.0
1245,opinion,sentiment,-0.0009027963387779891
1246,orange,peel,-0.0005602831952273846
1247,orange,raspberry,-0.002867255825549364
1248,orange,shop,-0.0008555310196243227
1249,origami,stadium,-0.0026288346853107214
1250,origin,root,-0.0007082180236466229
1251,out,sent,-0.0009171784040518105
1252,outdoor,pool,-0.0005841419915668666
1253,outdoor,swimming,-0.0006540369358845055
1254,outfit,sign,-0.0007843513740226626
1255,outfit,sock,-0.0007957668276503682
1256,overflow,sewer,-0.001965171657502651
1257,pain,suffering,-0.0006032816600054502
1258,paint,picture,-0.0005999552668072283
1259,paint,portrait,-0.0007818772573955357
1260,painting,sculpture,-0.00041453191079199314
1261,palace,ruin,-0.00046991006820462644
1262,panorama,scenery,-0.0005584190366789699
1263,panorama,view,-0.0009174206061288714
1264,panorama,zoo,-0.0008802904631011188
1265,paper,railway,-0.000746742996852845
1266,paper,vine,-0.0010944431414827704
1267,papers,security,-0.0011872288305312395
1268,park,parking,-0.0009122785413637757
1269,part,relation,-0.0020759273320436478
1270,party,seat,-0.0009519189479760826
1271,pass,ticket,-0.0007291010697372258
1272,pass,topping,-0.000733317865524441
1273,passage,quotation,-0.0020735133439302444
1274,passing,passing,-0.0
1275,path,star,-0.0009120344766415656
1276,patio,sleep,-0.0008109210757538676
1277,patio,stair,-0.0007742655579932034
1278,patio,staircase,-0.0005772578879259527
1279,patio,woman,-0.0008802706724964082
1280,pavilion,terrace,-0.0004582385008689016
1281,paw,theatre,-0.0010536668123677373
1282,peel,skin,-0.0007375272689387202
1283,pennsylvania,writer,-0.000861828273627907
1284,people,wounded,-0.0012369782198220491
1285,pepper,potato,-0.0005230687675066292
1286,pepper,tomato,-0.0007839514291845262
1287,person,tiger,-0.0007810862152837217
1288,personnel,police,-0.0007137173670344055
1289,persuasion,weapon,-0.0017046969151124358
1290,petal,shade,-0.0018176872981712222
1291,photo,photography,-0.0005399884539656341
1292,photograph,still,-0.0012637097388505936
1293,photographer,portrait,-0.0007445071823894978
1294,photographer,wedding,-0.0007462555076926947
1295,piano,wolf,-0.0012739789672195911
1296,pigeon,round,-0.0006515532149933279
1297,pillow,stone,-0.0007089899154379964
1298,pink,skirt,-0.0005866870633326471
1299,pink,white,-0.0005172138335183263
1300,place,place,-0.0
1301,place,siphon,-0.0025525600649416447
1302,plain,report,-0.0009560254984535277
1303,plant,seed,-0.0005296797025948763
1304,plant,skate,-0.0010845753131434321
1305,play,rail,-0.0006976759759709239
1306,play,sign,-0.0006249350844882429
1307,play,thousand,-0.0010687846224755049
1308,player,slave,-0.0008201932650990784
1309,pledge,promise,-0.0011516059748828411
1310,plot,strategy,-0.0008974492666311562
1311,point,second,-0.0014549518236890435
1312,point,spot,-0.001637305598706007
1313,point,tennis,-0.0014013740001246333
1314,point,trouble,-0.0018081186572089791
1315,poll,poll,-0.0
1316,pond,water,-0.0007286132895387709
1317,poodle,puppy,-0.0022725544404238462
1318,poodle,terrier,-0.0005334995221346617
1319,pool,relax,-0.0006458352436311543
1320,porch,roof,-0.0006304424605332315
1321,porch,scooter,-0.002443324076011777
1322,porch,staircase,-0.00041652374784462154
1323,portrait,underground,-0.0010573125910013914
1324,potato,rice,-0.00040704768616706133
1325,president,president,-0.0
1326,price,price,-0.0
1327,principle,principle,-0.0
1328,privilege,rich,-0.0011389486026018858
1329,production,production,-0.0
1330,profiling,racism,-0.0019124466925859451
1331,protection,roof,-0.0010193231282755733
1332,protest,tile,-0.0010039744665846229
1333,publish,show,-0.0006965598440729082
1334,pug,puppy,-0.0020430332515388727
1335,punk,vinyl,-0.000853314355481416
1336,puppy,skyline,-0.0007204229477792978
1337,purple,violet,-0.0004870423290412873
1338,pyramid,speculation,-0.0005860047531314194
1339,quality,romance,-0.0008601878653280437
1340,queen,queen,-0.0
1341,race,racing,-0.0003101027978118509
1342,race,square,-0.0008540360722690821
1343,radical,role,-0.0007491190917789936
1344,rail,train,-0.0005076602683402598
1345,railroad,underground,-0.0008779490599408746
1346,railway,station,-0.0006569185643456876
1347,rain,wet,-0.000497834465932101
1348,raise,shoulders,-0.0006159389740787446
1349,raising,upbringing,-0.0006459318683482707
1350,raspberry,sweet,-0.0028348921332508326
1351,read,reading,-0.0008535493398085237
1352,rebel,soldier,-0.0005897242808714509
1353,rebel,young,-0.0007728549535386264
1354,recognize,succeed,-0.0005666515207849443
1355,record,score,-0.0006649135611951351
1356,record,write,-0.0012420377461239696
1357,red,shade,-0.0006157099851407111
1358,red,stripe,-0.000509798526763916
1359,redhead,rusty,-0.0005777770420536399
1360,relax,sitting,-0.0007006815285421908
1361,relief,total,-0.0006675246986560524
1362,religion,remedy,-0.000654502771794796
1363,religion,trinity,-0.0007267183973453939
1364,report,study,-0.000757083878852427
1365,reptile,vacation,-0.0025733672082424164
1366,reservation,reservation,-0.0
1367,resistance,resistance,-0.0
1368,reverse,reverse,-0.0
1369,rice,yellow,-0.0006409324123524129
1370,ripple,shadow,-0.0007363245240412652
1371,ripple,wave,-0.001517336000688374
1372,river,valley,-0.0004276502877473831
1373,river,waterfall,-0.0005600620061159134
1374,robbery,rolling,-0.0009010312496684492
1375,rod,rod,-0.0
1376,role,title,-0.0007754521211609244
1377,rolling,sound,-0.0013374458067119122
1378,room,sitting,-0.0007127107819542289
1379,root,stem,-0.0006630230927839875
1380,rope,shore,-0.0007055288297124207
1381,rose,rose,-0.0
1382,round,shape,-0.0007130670710466802
1383,row,terrace,-0.0009046316845342517
1384,rub,wipe,-0.0007060010102577507
1385,ruin,stone,-0.0007544810068793595
1386,ruin,town,-0.0005627908394671977
1387,running,sprint,-0.0007464175578206778
1388,rusty,shade,-0.0008441648096777499
1389,rusty,stand,-0.0008350008865818381
1390,saddle,soap,-0.0012887610355392098
1391,sail,sheet,-0.0007969102589413524
1392,sailing,sunk,-0.0005939732072874904
1393,sake,shade,-0.0006392198265530169
1394,satellite,solar,-0.0005286794621497393
1395,scenery,trail,-0.0008136596879921854
1396,school,welsh,-0.0009096288704313338
1397,sea,shore,-0.001148310024291277
1398,sea,submarine,-0.00046021296293474734
1399,sea,water,-0.0008073787321336567
1400,season,winter,-0.0006857324042357504
1401,seize,take,-0.0008758732001297176
1402,series,string,-0.0009075331618078053
1403,sex,sex,-0.0
1404,sexy,smile,-0.001121730194427073
1405,shade,tree,-0.0006821759161539376
1406,shade,whale,-0.0007633573841303587
1407,shadow,sunlight,-0.0007958849309943616
1408,shape,square,-0.0005930365878157318
1409,sheet,sheet,-0.0
1410,shining,work,-0.0014340318739414215
1411,ship,spouse,-0.0010196731891483068
1412,shirt,tiger,-0.000841811066493392
1413,shopping,store,-0.0004982916289009154
1414,shore,swim,-0.0005629771039821208
1415,shore,town,-0.0004970740992575884
1416,shore,valley,-0.0004768772632814944
1417,short,trading,-0.000765208387747407
1418,sight,vision,-0.0007157484069466591
1419,sign,sign,-0.0
1420,silence,still,-0.0007767363567836583
1421,single,sole,-0.0005235015996731818
1422,sitting,sleep,-0.000657751748804003
1423,situation,things,-0.0005936145898886025
1424,skate,vehicle,-0.0008131952490657568
1425,skating,sticker,-0.0018570211250334978
1426,skin,skin,-0.0
1427,sky,sunlight,-0.0009027543710544705
1428,skyline,view,-0.001345718977972865
1429,slash,stroke,-0.0007633917848579586
